PosScore,NegScore,SynsetTermsSplitted,বঙ্গানুবাদ
0.0,0.0,meprobamate,মিপ্রোবমে
0.0,0.0,mm,মিমি
0.0,0.0,miao,মিয়াও
0.0,0.0,miami_beach,মিয়ামি সমুদ্র সৈকত
0.0,0.0,milwaukee,মিলওয়াকি
0.0,0.0,millwork,মিলওয়ার্ক
0.5,0.0,matcher,মিলকারীর
0.0,0.0,rhymeless,মিলছাড়া
0.0,0.0,peacemaker,মিলনসাধক
0.0,0.0,rallying_point,মিলনস্থল
0.0,0.0,milne,মিলনে
0.0,0.0,rhymed,মিলবিশিষ্ট
0.0,0.0,milan,মিলান
0.0,0.0,ml,মিলি
0.0,0.0,mg,মিলিগ্রাম
0.0,0.0,millinery,মিলিনারের প্রস্তুত বা বিক্রীত
0.0,0.0,million,মিলিয়ন
0.0,0.0,milliliter,মিলিলিটার
0.0,0.0,millisecond,মিলিসেকেন্ডে
0.5,0.0,matched,মিলেছে
0.0,0.0,mills,মিলের
0.0,0.0,miller,মিলের শ্রমিক
0.0,0.0,milkshake,মিল্ক শেক
0.0,0.0,mission,মিশন
0.125,0.0,mishna,মিশনা
0.0,0.0,missionary_position,মিশনারি আসন
0.0,0.0,michigan,মিশিগান
0.0,0.0,university_of_michigan,মিশিগান বিশ্ববিদ্যালয়ে
0.0,0.0,mixer,মিশুক ব্যক্তি
0.0,0.0,mishnah,মিশ্না
0.0,0.0,mixed,মিশ্র
0.0,0.0,mixed_economy,মিশ্র অর্থনীতি
0.0,0.0,mixed_bag,মিশ্র ব্যাগ
0.0,0.0,mixed-blood,মিশ্র রক্ত
0.0,0.625,miscible,মিশ্রণীয়
0.0,0.0,mix,মিশ্রিত করা
0.0,0.0,mingle,মিশ্রিত বস্তু
0.0,0.0,mingle-mangle,মিশ্রিত-কাপড় ইস্ত্রী করা
0.625,0.0,sweet_talker,মিষ্টভাষী
0.0,0.0,sweet,মিষ্টি
0.0,0.125,sweet_talk,মিষ্টি আলাপ
0.0,0.0,sweet_potato,মিষ্টি আলু
0.0,0.0,wheedler,মিষ্টি কথায় ভোলানো ব্যক্তি
0.0,0.0,sweet_grass,মিষ্টি ঘাস
0.0,0.0,sweet_cherry,মিষ্টি চেরীফল
0.125,0.0,sweetleaf,মিষ্টি পাতা
0.0,0.0,sweet_basil,মিষ্টি পুদিনা
0.0,0.0,sweet_almond,মিষ্টি বাদাম
0.0,0.0,sweet_almond_oil,মিষ্টি বাদাম তেল
0.0,0.0,sweet_corn,মিষ্টি ভুট্টা
0.0,0.0,sweet_pea,মিষ্টি মটর
0.0,0.0,sweet_pepper,মিষ্টি মরিচ
0.625,0.0,sweet-faced,মিষ্টি মুখবিশিষ্ট
0.0,0.0,sweetbread,মিষ্টি রুটি
0.0,0.625,sweet_roll,মিষ্টি রোল
0.0,0.0,sweet_lime,মিষ্টি লেবু
0.625,0.0,sweet-flavored,মিষ্টি-দান
0.0,0.125,sweet-breathed,মিষ্টি-নিঃশ্বাস ত্যাগ
0.0,0.0,sweetened,মিষ্টিযুক্ত
0.125,0.0,sweep-second,মিষ্টির সেকেন্ডের
0.0,0.0,sweet-scented,মিষ্টি-সুবাসিত
0.0,0.0,missal,মিসাল
0.0,0.0,mississippi,মিসিসিপি
0.0,0.0,mississippi_river,মিসিসিপি নদী
0.0,0.0,miso,মিসো
0.0,0.0,missouri,মিসৌরি
0.0,0.0,sugar_loaf,মিস্টি পাওরুটি
0.25,0.25,mystified,মিস্টিফাইড
0.0,0.0,mistral,মিস্ত্রাল
0.0,0.0,mechanic,মিস্ত্রি
0.0,0.0,mihrab,মিহরাবের
0.5,0.0,refined,মিহি
0.0,0.0,micah,মীখা
0.0,0.0,meatloaf,মীটলোফ
0.0,0.0,pisces,মীনরাশি
0.0,0.0,mimamsa,মীমাংসা
0.0,0.0,open-source,মুক্ত উৎস
0.0,0.0,open_letter,মুক্ত পত্র
0.0,0.0,ventilate,মুক্ত বায়ুর মধ্যে রাখা
0.0,0.0,polish_off,মুক্ত হত্তয়া
0.125,0.0,profess,মুক্তকণ্ঠে স্বীকার করা
0.0,0.0,open-air_market,মুক্তবাজার
0.0,0.0,pearl,মুক্তা
0.0,0.0,pearl_millet,মুক্তা বাজরা
0.0,0.0,pearl-weed,মুক্তা-আগাছা
0.0,0.0,pearler,মুক্তা-ডুবুরি
0.0,0.0,pearly,মুক্তাপূর্ণ
0.0,0.0,pearly-white,মুক্তাপূর্ণ-সাদা
0.0,0.0,pearl-fish,মুক্তা-মাছ
0.0,0.0,liberator,মুক্তিদাতা
0.0,0.0,ransom,মুক্তিপণ
0.0,0.0,war-ridden,মুক্তিযুদ্ধের পড়া
0.0,0.0,redemptive,মুক্তির
0.0,0.0,quitclaim,মুক্তির দলিল
0.0,0.0,way_out,মুক্তির পথ
0.0,0.0,pearl_diver,মুক্তো শিকারি
0.0,0.0,unmuzzle,মুখ খুলিয়া লত্তয়া
0.0,0.25,sulk,মুখ গোমড়া করা
0.0,0.0,mouthwash,মুখ ধোবার তরল
0.0,0.0,shrinking_violet,মুখচোরা
0.0,0.0,mouthpiece,মুখপাত্র
0.0,0.0,preface,মুখবন্ধ
0.0,0.0,muzzle,মুখবন্ধ করা
0.0,0.0,muzzle-loading,মুখবন্ধ লোড হচ্ছে
0.0,0.0,pull_a_face,মুখভঙ্গী করা
0.125,0.0,loquacity,মুখরতা
0.0,0.125,salivation,মুখলালাস্রাবের
0.0,0.0,memorisation,মুখস্থ
0.0,0.0,memorise,মুখস্থ করা
0.0,0.0,phiz,মুখাকৃতি
0.0,0.0,mouth-watering,মুখে জল
0.0,0.0,oral_contraceptive,মুখে ব্যবহার করার জন্মনিরোধক
0.0,0.0,orally,মুখে মুখে
0.125,0.375,smothered,মুখের
0.0,0.0,word_of_mouth,মুখের কথা
0.0,0.0,oral_cancer,মুখের ক্যান্সার
0.0,0.0,roof_of_the_mouth,মুখের তালু
0.0,0.0,mugshot,মুখের ফটো
0.0,0.0,whelk,মুখের ব্রণ
0.0,0.0,speak_in_tongues,মুখের মধ্যে কথা বলতে
0.0,0.0,saliva,মুখের লালা
0.125,0.0,unmasking,মুখোশ উন্মোচন কি
0.5,0.25,unmask,মুখোশ খুলিয়া ফেলা
0.25,0.375,masker,মুখোশধারী
0.0,0.0,masque,মুখোশধারী দল
0.625,0.0,major,মুখ্য
0.0,0.0,mainspring,মুখ্য উদ্দেশ্য
0.0,0.0,topside,মুখ্যপাত্রে
0.375,0.0,mung,মুগ
0.375,0.0,mung_bean,মুগ ডাল
0.0,0.0,moghul,মুঘল
0.0,0.125,smirch,মুচকান
0.0,0.0,swab,মুছা
0.0,0.0,wash_down,মুছে ফেল
0.0,0.0,mujahid,মুজাহিদ
0.0,0.0,mujahedeen,মুজাহিদিন
0.0,0.25,mutagen,মুটাজেন
0.0,0.0,turnover,মুড়ি
0.0,0.0,topee,মুত্র ত্যাগ করতে
0.0,0.0,urinate,মুত্রত্যাগ করা
0.0,0.0,vesica,মুত্রথলি
0.0,0.0,lithotomy,মুত্রাশয় থেকে অস্ত্রোপচার করে পাথর অপসারণ
0.0,0.0,subterraneous,মুদ্গত
0.0,0.0,mall,মুদ্গর
0.0,0.0,printing,মুদ্রণ
0.0,0.0,print_run,মুদ্রণ চালানো
0.0,0.0,xerox,মুদ্রণ পদ্ধতিবিশেষ
0.0,0.0,mackle,মুদ্রণকালে ধেবড়ে যাওয়া অস্পষ্ট ছাপ
0.625,0.0,printable,মুদ্রণযোগ্য
0.0,0.0,planchet,মুদ্রদি তৈয়ারির জন্য ধাতুর মসৃণ পাত ও চাকতি
0.0,0.0,print_media,মুদ্রন মাধ্যম
0.0,0.0,typewriter,মুদ্রলিখ
0.0,0.0,printer,মুদ্রাকর
0.0,0.0,sealing,মুদ্রাঙ্কন
0.0,0.0,paperweight,মুদ্রাঙ্কিত বিষয়
0.0,0.0,tails,মুদ্রার উলটা পিঠ
0.0,0.0,monetize,মুদ্রারূপে চালু করা
0.0,0.0,reflate,মুদ্রাসংকোচের অবস্থার পরে মুদ্রা ও ঋণপত্রের পরিমাণ বৃদ্ধি করা
0.125,0.0,numismatist,মুদ্রাসংক্রান্ত বিদ্যাপণ্ডিত
0.0,0.0,rate_of_inflation,মুদ্রাস্ফীতির হার
0.0,0.0,munro,মুনরো
0.0,0.0,scrivener,মুনশি
0.375,0.0,profit,মুনাফা
0.0,0.625,profit-maximising,মুনাফাকারী পূর্ণবিস্তার
0.0,0.0,profiteer,মুনাফাখোর
0.0,0.0,munda,মুন্ডা
0.0,0.0,munda-mon-khmer,মুন্ডা-সোম-খেমের
0.0,0.0,sandpit,মুন্সীগঞ্জে
0.0,0.0,mufti,মুফতি
0.0,0.0,mubarak,মুবারক
0.0,0.0,moviegoer,মুভিগোয়ার
0.0,0.0,mumbai,মুম্বাই
0.0,0.0,muenster,মুয়েনস্টার পনির
0.0,0.0,moore,মুর
0.0,0.0,spring_chicken,মুরগির বসন্ত
0.0,0.0,modeller,মুর্তিকার
0.0,0.625,root_system,মুল ব্যবস্থা
0.0,0.125,postpone,মুলতবি রাখা
0.125,0.0,pending,মুলতুবী
0.0,0.0,pay_up,মুল্য পরিশোধ করুন
0.0,0.0,labored,মুশকিল
0.0,0.0,polytheist,মুশরিক
0.0,0.0,rain_cats_and_dogs,মুশল ধারে বৃষ্টি
0.0,0.0,mallet,মুষল
0.0,0.0,pugilistic,মুষ্টিযুদ্ধসংক্রান্ত
0.0,0.0,pugilism,মুষ্টিযুদ্ধ্
0.0,0.0,punch,মুষ্ট্যাঘাত
0.0,0.0,punch_bowl,মুষ্ট্যাঘাত বাটি
0.0,0.0,punch_bag,মুষ্ট্যাঘাত ব্যাগ
0.0,0.125,punch-up,মুষ্ট্যাঘাত-আপ
0.0,0.0,mohammedan,মুসলমান
0.0,0.0,moslem,মুসলমানি
0.0,0.0,muhammadan,মুসলিম
0.0,0.0,muslimah,মুসলিমাহ
0.0,0.0,musa,মুসা
0.0,0.0,mussolini,মুসোলিনি
0.0,0.0,muhammad,মুহাম্মদ
0.0,0.0,momentarily,মুহূর্তমধ্যে
0.0,0.0,spur-of-the-moment,মুহূর্তে
0.125,0.375,mummer,মূকভিনয়ের অভিনেতা
0.0,0.0,mime,মূকাভিনয়
0.0,0.75,stupid,মূঢ়
0.375,0.25,obtuseness,মূঢ়তা
0.0,0.75,nephritis,মূত্রগ্র্রন্থির প্রদাহ
0.0,0.0,pee,মূত্রত্যাগ
0.0,0.625,piddle,মূত্রত্যাগ করা
0.0,0.0,urinary_bladder,মূত্রথলি
0.0,0.0,prostate_cancer,মূত্রথলির ক্যান্সার
0.0,0.0,urinal,মূত্রধানী
0.0,0.0,urethral,মূত্রনালির
0.0,0.0,urethral_orifice,মূত্রনালির ছিদ্র
0.0,0.0,ureter,মূত্রনালী
0.0,0.0,urinary_tract,মূত্রনালীর
0.0,0.0,urinary_tract_infection,মূত্রনালীর সংক্রমণ
0.0,0.0,urology,মূত্রব্যবস্থা
0.0,0.0,urinary,মূত্রাধার
0.0,0.0,urinary_system,মূত্রাধার প্রণালী
0.0,0.0,renal,মূত্রাশয়-সম্বন্ধীয়
0.0,0.0,pyuria,মূত্রে পুঁজের উপস্থিতি বা বিদ্যমানতা
0.0,0.0,moresque,মূরদের প্রণালীতে কৃত
0.25,0.0,zany,মূর্খ লোক
0.375,0.25,unwise,মূর্খতাপূর্ণ
0.0,0.25,swoon,মূর্ছা
0.0,0.0,modeling,মূর্তিনির্মাণ
0.0,0.0,nucleate,মূল অংশে পরিণত করা
0.0,0.0,topic_sentence,মূল কথা
0.0,0.0,main_course,মূল কার্যধারা
0.0,0.0,root_canal,মূল খাল
0.375,0.0,lead_story,মূল গল্প
0.0,0.375,raw_data,মূল তথ্য
0.0,0.0,take_root,মূল নাও
0.125,0.125,original_sin,মূল পাপ
0.0,0.0,theme_song,মূল সঙ্গীত
0.25,0.125,leitmotif,মূল সুর হিসেবে ধ্বনিত
0.0,0.0,touch_base,মূল স্পর্শ কর
0.0,0.0,root_cap,মূলত্র
0.375,0.0,rational,মূলদ
0.0,0.0,mainstreamed,মূলধারায়
0.0,0.0,mainstream,মূলধারার
0.0,0.0,rudiments,মূলসুত্র
0.0,0.0,radish,মূলা
0.0,0.0,rootlet,মূলিকা
0.0,0.0,rooted,মূলী
0.0,0.375,unvalued,মূল্য অনির্ণীত
0.0,0.0,overbalance,মূল্য আধিক্য
0.0,0.0,price_index,মূল্য তালিকা
0.625,0.125,ratable,মূল্য ধার্য করিবার যোগ্য
0.0,0.0,price-controlled,মূল্য নিয়ন্ত্রিত
0.0,0.0,price-fixing,মূল্য নির্ধারণ
0.0,0.0,price_war,মূল্য যুদ্ধ
0.125,0.0,value-added_tax,মূল্য সংযোজন কর
0.5,0.0,take_stock,মূল্যগণনা করা
0.0,0.25,valuer,মূল্য-নির্ণয়কারী
0.0,0.0,semiprecious,মূল্যবান আধা
0.0,0.0,prospector,মূল্যবান খনিজ পদার্থপূর্ণ স্থানের সন্ধানের ভ্রমণকারী
0.0,0.0,precious_stone,মূল্যবান পাথর
0.0,0.0,price_increase,মূল্যবৃদ্ধি
0.0,0.0,value_judgement,মূল্যবোধ
0.125,0.0,price_level,মূল্যস্তর
0.375,0.125,valuator,মূল্যাবধারক
0.0,0.0,underevaluation,মূল্যায়ন অধীনে
0.0,0.0,torrential,মূষলধার
0.375,0.0,musquash,মূষিকজাতীয় জন্তুবিশেষ
0.0,0.0,moses,মূসা
0.0,0.25,musky,মৃগনাভিবাসিত
0.0,0.25,musky-scented,মৃগনাভিবাসিত-সুবাসিত
0.0,0.0,wapiti,মৃগা
0.0,0.0,requiescat,মৃত ব্যক্তির শান্তির জন্য প্রার্থনা
0.0,0.0,pieta,মৃত যিশু-ক্রোড় কুমারী মেরির মূর্তি
0.0,0.0,moribund,মৃতপ্রায়
0.0,0.125,tragic,মৃতু্যঘটিত
0.0,0.0,obit,মৃতু্যবার্ষিকী
0.0,0.0,obituary,মৃতু্যসম্বন্ধীয়
0.125,0.125,living_death,মৃতের মত জীবিত
0.0,0.0,unearth,মৃত্তিকা খুঁড়িয়া তোলা
0.0,0.0,pedology,মৃত্তিকাবিজ্ঞান
0.0,0.0,mortality_rate,মৃত্যুর হার
0.0,0.0,tapping,মৃদু আঘাতকরণ
0.0,0.0,mild_steel,মৃদু ইস্পাত
0.0,0.0,nibble,মৃদু কামড়
0.0,0.0,prickle-weed,মৃদু খোঁচা-আগাছা
0.0,0.0,whinny,মৃদু হ্রেষাধ্বনি
0.75,0.125,mildness,মৃদুতা
0.125,0.5,soft-spoken,মৃদুভাষী
0.0,0.0,murine,মৃষিকসংক্রান্ত
0.0,0.0,may_1,মে 1
0.0,0.0,may_day,মে দিবস
0.0,0.0,mayfly,মে মাসে দৃষ্ট ক্ষণজীবী পতঙ্গ
0.0,0.0,mid-may,মে মাসের মাঝামাঝি
0.0,0.125,mei,মেই
0.0,0.0,maine,মেইন
0.0,0.0,mainframe,মেইনফ্রেম
0.0,0.0,mainline,মেইনলাইন
0.0,0.0,mainer,মেইনার স্কুল
0.0,0.0,mail,মেইল
0.0,0.0,mail-clad,মেইল পরিহিত
0.0,0.0,mail_slot,মেইল স্লট
0.0,0.0,mail-cheeked,মেইল হত্তয়া
0.0,0.0,mailing,মেইলিং
0.0,0.0,mailing-card,মেইলিং-কার্ড
0.0,0.0,make-up,মেক আপ
0.0,0.0,mekong,মেকং
0.0,0.0,makeup,মেকআপ
0.0,0.0,make-peace,মেক-শান্তি
0.0,0.0,mexican-american,মেক্সিকান আমেরিকান
0.0,0.0,mexico,মেক্সিকো
0.0,0.0,mexico_city,মেক্সিকো শহর
0.0,0.0,peyote,মেক্সিকোদেশের ফণীমনসা জাতীয় গাছ
0.0,0.0,mexican,মেক্সিকোর অধিবাসী
0.0,0.0,zonal,মেখলাতুল্য
0.0,0.0,meg,মেগ
0.0,0.0,maglev,মেগলেভ
0.0,0.0,megawatt,মেগাওয়াট
0.0,0.0,megaptera,মেগাপেত্রা
0.0,0.0,mb,মেগাবাইট
0.0,0.0,megabit,মেগাবিট
0.0,0.0,megalosaurus,মেগালোসরাস
0.25,0.25,megacycle,মেগাসাইকল
0.0,0.0,megahertz,মেগাহার্টজ
0.0,0.0,nephology,মেঘবিজ্ঞান
0.375,0.0,unclouded,মেঘমুক্ত
0.125,0.0,majors,মেজর
0.0,0.0,major-general,মেজর জেনারেল
0.0,0.0,plectrum,মেজরাব
0.0,0.0,temperamental,মেজাজী
0.0,0.0,maser,মেজার
0.0,0.0,take_the_floor,মেঝেতে বসুন
0.0,0.25,metformin,মেটফরমিন
0.0,0.0,metadata,মেটাডাটা
0.0,0.0,metastatic,মেটাস্ট্যাটিক
0.0,0.0,metical,মেটিকেল
0.0,0.0,metric_ton,মেট্রিক টন
0.0,0.0,metrication,মেট্রিকায়ন
0.0,0.0,matriculate,মেট্রিকুলেশনের
0.0,0.375,metro,মেট্রো
0.125,0.125,med,মেড
0.0,0.125,medicaid,মেডিকেড
0.0,0.0,medicare,মেডিকেয়ার
0.0,0.0,medical_officer,মেডিকেল অফিসার
0.125,0.0,medical_examination,মেডিকেল পরীক্ষা
0.0,0.0,medical_report,মেডিকেল রিপোর্ট
0.0,0.0,medical_record,মেডিকেল সংরক্ষণ
0.0,0.0,medical_school,মেডিকেল স্কুল
0.0,0.0,medical_student,মেডিকেলের ছাত্র
0.0,0.0,medically,মেডিক্যাল
0.0,0.0,medline,মেডিসিন
0.0,0.0,medellin,মেডেলিন
0.0,0.0,mew,মেত্তমেত্ত
0.0,0.25,meth,মেথ
0.625,0.0,methodism,মেথডিজম
0.0,0.0,methodist,মেথডিস্ট
0.0,0.0,scavenger,মেথর
0.0,0.0,methamphetamine,মেথামফেটামিন
0.0,0.0,methylated,মেথিল
0.0,0.0,methylated_spirit,মেথিল আত্মা
0.25,0.0,methyl,মেথিল্
0.0,0.0,sebum,মেদ থেকে ক্ষরিত রস
0.0,0.0,omentum,মেদচ্ছদ
0.0,0.0,sebaceous_gland,মেদবহুল গ্রন্থি
0.0,0.0,medan,মেদান
0.0,0.0,myrtle,মেদিগাছ
0.0,0.0,psychometrics,মেধা বা মানসিক ক্রিয়াদির দ্বারা পেশী প্রভৃতিতে গতিসঞ্চার
0.0,0.0,merit_pay,মেধা বৃত্তি
0.0,0.125,mentholated,মেনথল-লাগানো
0.0,0.0,menu,মেনু
0.0,0.0,mennonite,মেনোনাইট
0.0,0.0,mendel,মেন্ডেল
0.125,0.0,mendelism,মেন্ডেলবাদ
0.0,0.0,mendelsohn,মেন্ডেলসন
0.0,0.0,mendelian,মেন্ডেলিয়
0.0,0.0,mendelevium,মেন্ডেলেভিয়াম
0.0,0.0,peppermint,মেন্থল
0.0,0.0,meperidine,মেপিরিডায়ন
0.25,0.0,preferentially,মেপে
0.0,0.125,measure_out,মেপে বার করা
0.0,0.0,mefenamic_acid,মেফেনামিক এসিড
0.0,0.0,mefloquine,মেফ্লোকয়াইন
0.0,0.0,meme,মেমে
0.0,0.125,mayonnaise,মেয়নেজ
0.0,0.0,mayor,মেয়র
0.0,0.0,mayoress,মেয়রপত্নী
0.0,0.0,mayoralty,মেয়রের পদ
0.0,0.0,term,মেয়াদ
0.0,0.25,term_insurance,মেয়াদ বীমা
0.0,0.0,transsexual,মেয়ে হিজড়া
0.0,0.5,needlewoman,মেয়েদরজি
0.125,0.125,mollycoddle,মেয়েলি বালক
0.0,0.0,pistillate,মেয়েলী
0.25,0.0,womanize,মেয়েলী করা
0.0,0.0,mending,মেরামত
0.0,0.0,mend,মেরামত করা
0.0,0.0,repairer,মেরামতকারী
0.0,0.0,repair_shop,মেরামতের দোকান
0.0,0.0,mary,মেরি
0.125,0.0,marino,মেরিনো
0.0,0.0,marianas,মেরিয়ানা
0.0,0.0,marilyn_monroe,মেরিলিন মনরো
0.0,0.0,maryland,মেরিল্যান্ড
0.0,0.0,meristem,মেরিস্টেম
0.0,0.0,pole,মেরু
0.0,0.0,polar_region,মেরু অঞ্চল
0.0,0.0,pole_position,মেরু অবস্থান
0.0,0.0,polar_bear,মেরু ভল্লুক
0.0,0.0,pole-handled,মেরু-ঘাঁটা
0.0,0.625,spine-tipped,মেরুদণ্ড-পরান
0.0,0.0,spinal_tap,মেরুদণ্ডের আংটা
0.0,0.0,vertebral_artery,মেরুদন্ডের ধমনী
0.0,0.0,spinal,মেরূদণ্ডী
0.0,0.0,vertebrata,মেরূদণ্ডী প্রাণিবর্গ
0.0,0.0,vertebral,মেরূদণ্ডীয়
0.0,0.0,polar,মেরূপ্রবণতাযুক্ত
0.125,0.0,put_to_death,মেরে ফেলো
0.0,0.0,meredith,মেরেডিথ
0.0,0.0,merozoite,মেরোজৈট
0.0,0.125,mailed,মেল করা
0.0,0.0,mel_gibson,মেল গিবসন
0.0,0.0,mellon,মেলন
0.0,0.0,melbourne,মেলবোর্ন
0.0,0.0,melanin,মেলানিন
0.0,0.0,melanoma,মেলানোমা
0.0,0.0,melamine,মেলামাইন
0.0,0.0,mailer,মেলার
0.333,0.667,mismatch,মেলেনি
0.0,0.0,myeloma,মেলোমা
0.0,0.0,meld,মেশানো
0.0,0.0,machine,মেশিন
0.0,0.0,machine_code,মেশিন কোড
0.0,0.0,machine_gun,মেশিন গান
0.0,0.0,machine-driven,মেশিন চালিত
0.0,0.0,machine_wash,মেশিন ধোয়ার
0.0,0.0,machine-controlled,মেশিন নিয়ন্ত্রিত
0.0,0.0,machine-made,মেশিন বানানো
0.0,0.0,machine-accessible,মেশিন-প্রবেশযোগ্য
0.0,0.0,sheep,মেষ
0.0,0.0,sheepskin,মেষচর্ম
0.125,0.25,sheeplike,মেষতুল্য
0.0,0.0,lamb,মেষশাবক
0.0,0.0,lamb-chop,মেষশাবক-চপ
0.375,0.125,lamblike,মেষশাবকবৎ
0.0,0.0,lambskin,মেষশাবকের চর্ম
0.625,0.0,leg_of_lamb,মেষশাবকের পা
0.0,0.0,ovine,মেষসংক্রান্ত
0.0,0.0,messaging,মেসেজিং
0.0,0.0,maseru,মেসেরূ
0.0,0.0,mesoamerican,মেসোআমেরিকান
0.0,0.0,mesozoic,মেসোজোয়িক
0.0,0.0,mesoderm,মেসোডার্ম
0.0,0.0,mesothelioma,মেসোথেলিয়মা
0.0,0.0,mesopotamia,মেসোপটেমিয়া
0.0,0.0,mesolithic,মেসোলিথিক
0.0,0.0,mesosphere,মেসোস্ফিয়ার
0.0,0.0,mahogany,মেহগনিবৃক্ষ
0.0,0.0,mahogany-red,মেহগনি-লাল
0.0,0.0,plodder,মেহনতী
0.375,0.125,liaison,মৈত্রী
0.125,0.0,maitreya,মৈত্রেয়
0.0,0.0,mo,মো
0.0,0.0,oz.,মো।
0.0,0.0,power_of_attorney,মোক্তারনামা
0.0,0.0,mogadishu,মোগাদিসু
0.0,0.0,mongoloid,মোঙ্গল
0.0,0.0,mongo,মোঙ্গো
0.0,0.0,wring,মোচড়
0.0,0.0,wring_out,মোচড় আউট
0.0,0.0,writhing,মোচড়াচ্ছে
0.0,0.0,twisting,মোচড়ের
0.0,0.125,unbind,মোচন করা
0.0,0.0,sock,মোজা
0.0,0.0,mozambique,মোজাম্বিক
0.0,0.0,mozambican,মোজাম্বিকান
0.0,0.0,tessera,মোজেইক্ করার চৌকা পাথর
0.125,0.0,mojo,মোজো
0.0,0.0,total,মোট
0.0,0.0,total_eclipse,মোট অন্ধকার
0.0,0.0,sum_total,মোট যোগফল
0.0,0.0,net_profit,মোট লাভ
0.0,0.0,motor,মোটর
0.0,0.0,motorize,মোটর এঞ্জিনযুক্ত যানাদি দিয়া সৈন্যদল সজ্জিত করা
0.0,0.0,motorcoach,মোটর কোচ
0.0,0.0,scorch,মোটর চালান
0.0,0.0,motor_oil,মোটর তেল
0.0,0.0,motor_pool,মোটর পুল
0.0,0.0,motorcycling,মোটর বাইক চালানো
0.0,0.0,motor_end_plate,মোটর শেষ প্লেট
0.0,0.0,motor-assisted,মোটর সহায়তায়
0.0,0.0,motorbike,মোটর সাইকেল
0.0,0.0,motor_nerve,মোটর স্নায়ু
0.0,0.0,synchromesh,মোটরগাড়ির গীয়ার-বদলের
0.0,0.0,motorcade,মোটরগাড়ির শোভাযাত্রা
0.0,0.0,motel,মোটরবিহারীদের হোটেল
0.0,0.0,motorboat,মোটরবোট
0.0,0.0,motorist,মোটরযাত্রী
0.0,0.0,motor_vehicle,মোটরযান
0.0,0.0,truckage,মোটরলরিতে বহন
0.0,0.0,trucker,মোটরলরির চালক
0.0,0.0,motorcycle,মোটরসাইকেল
0.0,0.0,motorcyclist,মোটরসাইকেলে
0.0,0.0,podgy,মোটা ও বেঁটে লোক বা জিনিস
0.0,0.0,plaid,মোটা কম্বল
0.375,0.0,thickhead,মোটা মাথা
0.0,0.0,motown,মোটাউন
0.0,0.0,rough-hew,মোটামুটি আদরা গঠন করা
0.375,0.25,snug,মোটামুটি ভাল
0.0,0.5,roughly,মোটামুটিভাবে
0.0,0.125,motif,মোটিফ
0.0,0.0,nohow,মোটেই নয়
0.5,0.0,petting,মোটেও
0.0,0.0,mode,মোড
0.0,0.0,turn_signal,মোড় ঘুরার সিগনাল লাইট
0.0,0.0,round_the_bend,মোড় বৃত্তাকার
0.0,0.0,packet,মোড়ক
0.0,0.0,unpack,মোড়ক খোলা
0.0,0.0,parcel_post,মোড়ক পোস্ট
0.0,0.625,unwrapped,মোড়ানো
0.0,0.25,wrapping_paper,মোড়ানো কাগজ
0.625,0.0,sweetmeat,মোদক
0.0,0.0,nitty-gritty,মোদ্দা কথা
0.0,0.0,mona,মোনা
0.0,0.0,monaco,মোনাকো
0.0,0.0,monochromacy,মোনোক্রোমেসি
0.0,0.0,monounsaturated,মোনোস্যাচুরেটেড
0.0,0.25,moped,মোপেড
0.0,0.0,mobile,মোবাইল
0.0,0.0,waxwork,মোম দ্বারা মূর্তিগঠন
0.0,0.25,waxen,মোমতুল্য
0.0,0.0,taper,মোমবাতি
0.0,0.0,taper_off,মোমবাতি বন্ধ
0.0,0.0,wax-chandler,মোম-শ্যান্ডলার
0.0,0.0,wax_figure,মোমের
0.0,0.0,muezzin,মোয়েজ্জিন
0.0,0.0,moravian,মোরাভিয়ান
0.0,0.0,morel,মোরেল
0.0,0.0,moro,মোরো
0.0,0.0,shindy,মোলমাল
0.0,0.0,moldovan,মোল্ডোভান
0.0,0.0,moldova,মোল্দাভিয়া
0.25,0.0,mollah,মোল্লা
0.0,0.0,mossad,মোসাদ
0.0,0.0,postmark,মোহর
0.0,0.0,mohawk,মোহাওক
0.0,0.0,phantasmagoria,মোহাবিষ্টনেত্রে দৃষ্ত অলীক ছায়ামূর্তির বা প্রকৃত মূর্তির মিথ্য ধারাবাহিক প্রবাহ
0.0,0.0,mohammad,মোহাম্মদ
0.0,0.0,muhammad_ali,মোহাম্মদ আলী
0.125,0.25,mother-of-pearl,মৌক্তিক
0.0,0.0,nacreous,মৌক্তিকপূর্ণ
0.0,0.0,oral,মৌখিক
0.125,0.25,oral_presentation,মৌখিক উপস্থাপনা
0.0,0.0,oral_cavity,মৌখিক গহ্বর
0.0,0.625,oral_exam,মৌখিক পরীক্ষা
0.0,0.0,oral_communication,মৌখিক যোগাযোগ
0.0,0.0,torah,মৌজেজের অনুশাসনাবলী
0.0,0.0,trappist,মৌনভাবে অবস্থান ও কঠোর সংযমের জন্য বিখ্যাত সন্ন্যাসিবিশেষ
0.0,0.0,mauritanian,মৌরিতানিয়ান
0.0,0.0,ouzo,মৌরির স্বাদগন্ধযুক্ত একজাতীয় গ্রীক মদ
0.0,0.0,prime_factor,মৌলিক উত্পাদক
0.0,0.0,tellurium,মৌলিক পরমাণু
0.0,0.0,primary_color,মৌলিক রঙ
0.0,0.25,prime_number,মৌলিক সংখ্যা
