PosScore,NegScore,SynsetTermsSplitted,বঙ্গানুবাদ
0,0,ranee,রানী
0,0,queen isabella,রানী ইসাবেলা আঘাত পেয়েছিল
0,0,queen victoria,রানী ভিক্টোরিয়া
0,0,juno,রানীতুল্যা রমণী
0,0,lady-in-waiting,রানীর সহচরী
0.375,0.125,queenly,রানীসুলভ
0,0,ranunculaceae,রানুনকুলাসি
0.125,0,cooking,রান্না
0,0,cooking apple,রান্না আপেল
0.556,0.444,delicatessen,রান্না করা সুস্বাদু খাদ্যাদি
0,0,ovenware,রান্না করার জন্যে উনুনে চাপানোর উপযোগী পাত্র
0.625,0,cooking chocolate,রান্না চকলেট
0,0,cooking pan,রান্না প্যান
0,0,kitchen,রান্নাঘর
0,0,kitchen island,রান্নাঘর দ্বীপ
0,0,kitchen midden,রান্নাঘর পুরীষস্তূপ
0,0,kitchen police,রান্নাঘর পুলিশ
0,0,kitchen utensil,রান্নাঘর বর্তন
0,0,kitchen match,রান্নাঘর ম্যাচ
0,0,kitchen help,রান্নাঘর সাহায্যের
0,0,scullery,রান্নাঘর-সংলগ্ন বাসনপত্র মাজার ঘর
0,0,kitchen stove,রান্নাঘরের চুলা
0,0.125,kitchen cabinet,রান্নাঘরের তাক
0,0,kitchen range,রান্নাঘরের পরিসর
0,0,kitchen sink,রান্নাঘরের সিংক
0,0,broiling,রান্নার
0,0,cooking stove,রান্নার চুলা
0,0,kitchen table,রান্নার টেবিল
0,0,cooking oil,রান্নার তেল
0,0,cookery book,রান্নার বই
0,0,rapper,রাপার
0,0,roughhouse,রাফহাউজ
0.25,0,raphael,রাফায়েল
0,0,pre-raphaelite,রাফায়েল পূর্ববর্তী যুগের
0,0,rabat,রাবাত
0,0,rubber boa,রাবার অজগর
0,0,rubber tree,রাবার গাছ
0,0,rubber boot,রাবার বুট
0,0,rubber bullet,রাবার বুলেট
0,0,rubber band,রাবার ব্ন্ধনী
0,0,rubber eraser,রাবার রবার
0,0,rubber cement,রাবার সিমেন্ট
0,0,rubber-necking,রাবার-স্তম্ভগ্রীবা
0,0,rubber tire,রাবারের টায়ার
0,0,detritus,রাবিশ
0,0,rabbinical,রাব্বীদের
0,0,ravioli,রাভিওলি
0,0,rum,রাম
0,0,rum cocktail,রাম ককটেল
0,0,rum sling,রাম গুলতি
0,0,rum cherry,রাম চেরি
0,0,rum nose,রাম নাক
0,0,rum baba,রাম বাবা
0,0.125,ramachandra,রামচন্দ্র
0,0,iris,রামধনু
0,0,rainbow perch,রামধনু উচ্চাসন
0,0,rainbow pink,রামধনু গোলাপী
0,0,rainbow shower,রামধনু ঝরনা
0,0,rainbow cactus,রামধনু ফণীমনসা
0,0,rainbow smelt,রামধনু মতস্যবিশেষ
0.625,0,rainbow runner,রামধনু রানার
0,0,ramanavami,রামনবমী
0,0.5,rum-blossom,রাম-পুষ্প
0,0,ramses,রামসেস
0,0,ramses ii,রামসেস ২
0,0,ramesses,রামসেসের
0,0,ramayana,রামায়ন
0,0,ramie,রামিয়ের
0,0,rameses,রামিষেষ
0,0,rameses ii,রামিষেষ আ
0,0,decision,রায়
0,0,roy wilkins,রায় উইলকিন্স
0,0,roy chapman andrews,রায় চ্যাপম্যান অ্যাণ্ড্রুজ
0,0,pass judgment,রায় পাস
0,0,judgment lien,রায় লিয়েন
0,0.125,virago,রায়বাঘিনী
0,0,ralph ellison,রালফ এলিসন
0,0,ralph waldo emerson,রালফ ওয়াল্ডো এমারসন
0,0,ralph barton perry,রালফ বার্টন পেরি
0,0,ralph richardson,রালফ রিচার্ডসন
0,0,raleigh,রালেগ
0,0,rush-grass,রাশ-ঘাস
0,0,matronly,রাশভারী
0,0,zodiac,রাশিচক্র
0,0,zodiacal,রাশিচক্রসংক্রান্ত
0,0,zodiacal light,রাশিচক্রসংক্রান্ত আলো
0,0,russia,রাশিয়া
0,0,russia leather,রাশিয়া চামড়া
0,0,russian,রাশিয়ান
0,0,russian orthodox,রাশিয়ান অর্থডক্স
0,0,russian orthodox church,রাশিয়ান অর্থডক্স চার্চ
0,0,russian vine,রাশিয়ান আঙ্গুরলতা
0,0,russian monetary unit,রাশিয়ান আর্থিক ইউনিট
0,0,russian thistle,রাশিয়ান কাঁটাগাছ
0,0,russian olive,রাশিয়ান জলপাই
0,0,russian river,রাশিয়ান নদী
0,0,russian cactus,রাশিয়ান ফণীমনসা
0,0,russian dandelion,রাশিয়ান ফুল
0,0,russian almond,রাশিয়ান বাদাম
0,0,russian revolution,রাশিয়ান বিপ্লব
0,0,russian bank,রাশিয়ান ব্যাংক
0,0,russian-speaking,রাশিয়ান ভাষাভাষী
0,0,russian capital,রাশিয়ান মূলধন
0,0,russian mayonnaise,রাশিয়ান মেয়নেজ
0,0,russian roulette,রাশিয়ান রুলেট
0,0,russian agency,রাশিয়ান সংস্থা
0,0,russian dressing,রাশিয়ান সস
0,0,balalaika,রাশিয়ার এবং পূর্ব ইউরোপে জনপ্রিয় গিটারজাতীয় এক ধরনের বাজনা
0,0,moujik,রাশিয়ার কৃষক
0,0,menshevik,রাশিয়ার নরমপন্থী সমাজতন্ত্রী
0,0,muscovy,রাশিয়ার প্রাচীন নাম
0,0,muscovy duck,রাশিয়ার প্রাচীন নাম হাঁস
0,0.125,aggregated,রাশীকৃত
0,0,amass,রাশীকৃত করা
0,0,polity,রাষ্ট্র
0,0,state trooper,রাষ্ট্র অশ্বারোহী সৈনিক
0,0,state attorney,রাষ্ট্র অ্যাটর্নি
0,0,state prison,রাষ্ট্র কারাগার
0,0,state treasurer,রাষ্ট্র কোষাধ্যক্ষ
0,0,state tax lien,রাষ্ট্র ট্যাক্স লিয়েন
0,0,state-controlled,রাষ্ট্র নিয়ন্ত্রিত
0,0,state bank,রাষ্ট্র ব্যাংক
0,0,state line,রাষ্ট্র লাইন
0,0,state senator,রাষ্ট্র সিনেটার
0,0,state boundary,রাষ্ট্র সীমানা
0,0,state supreme court,রাষ্ট্র সুপ্রিম কোর্ট
0,0.125,entente cordiale,রাষ্ট্রগত মিত্রভাব
0,0.125,ambassador,রাষ্ট্রদূত
0,0,ambassadorial,রাষ্ট্রদূতসংক্রান্ত
0,0,treasonable,রাষ্ট্রদ্রোহমূলক
0,0,lese majesty,রাষ্ট্রদ্রোহিতা মহিমা
0.125,0,statesmanlike,রাষ্ট্রনায়কোচিত
0,0,presidential,রাষ্ট্রপতি
0,0,president eisenhower,রাষ্ট্রপতি আইজেনহাওয়ার
0,0,president clinton,রাষ্ট্রপতি ক্লিন্টন
0,0,presidents' day,রাষ্ট্রপতি দিন
0,0,presidential directive,রাষ্ট্রপতি নির্দেশ
0,0,president bush,রাষ্ট্রপতি বুশ
0,0,political science,রাষ্ট্রবিজ্ঞান
0,0,political scientist,রাষ্ট্রবিজ্ঞানী
0,0,commonwealth,রাষ্ট্রমণ্ডল
0,0,state-supported,রাষ্ট্র-সমর্থিত
0,0,pragmatic,রাষ্ট্রীয়
0,0,nationalise,রাষ্ট্রীয় করা
0,0,state capitalism,রাষ্ট্রীয় পুঁজিবাদ
0,0,state socialism,রাষ্ট্রীয় সমাজতন্ত্র
0,0,rashtriya swayamsevak sangh,রাষ্ট্রীয় স্বয়ংসেবক সংঘের
0,0,nationalisation,রাষ্ট্রীয়করণ
0,0,naturalize,রাষ্ট্রের নাগরিক অধিকার দেত্তয়া
0.25,0,naturalisation,রাষ্ট্রের নাগরিক অধিকার পাত্তয়া
0,0.375,ras,রাস
0.125,0,gustatory,রাসন
0.125,0,gustatory organ,রাসন অঙ্গ
0.125,0,gustatory perception,রাসন উপলব্ধি
0.125,0,gustatory modality,রাসন প্রকারতা
0.125,0,gustatory sensation,রাসন সংবেদন
0.125,0,gustatory cell,রাসন সেল
0,0,chemical,রাসায়নিক
0,0,chemical operations,রাসায়নিক অপারেশন
0,0,chemical weapon,রাসায়নিক অস্ত্র
0,0,chemical weapons convention,রাসায়নিক অস্ত্র কনভেনশন
0,0.125,chemical attraction,রাসায়নিক আকর্ষণ
0,0,chemical plant,রাসায়নিক উদ্ভিদ
0,0,chemical element,রাসায়নিক উপাদান
0,0,chemical agent,রাসায়নিক এজেন্ট
0,0,chemical action,রাসায়নিক কর্ম
0,0,chemical group,রাসায়নিক গ্রুপ
0,0,chemical reactor,রাসায়নিক চুল্লী
0,0,chemical diabetes,রাসায়নিক ডায়াবেটিস
0,0.375,chemical mace,রাসায়নিক দণ্ড
0,0,chemical decomposition reaction,রাসায়নিক পচানি প্রতিক্রিয়া
0,0,chemical substance,রাসায়নিক পদার্থ
0,0,chemical change,রাসায়নিক পরিবর্তন
0,0,chemical engineering,রাসায়নিক প্রকৌশল
0,0.375,chemical mechanism,রাসায়নিক প্রক্রিয়া
0,0,chemical phenomenon,রাসায়নিক প্রপঞ্চ
0,0,chemical bond,রাসায়নিক বন্ধন
0,0,chemical reaction,রাসায়নিক বিক্রিয়া
0,0,chemical science,রাসায়নিক বিজ্ঞান
0,0,chemical analysis,রাসায়নিক বিশ্লেষণ
0.375,0,chemical bomb,রাসায়নিক বোমা
0.375,0,chemical balance,রাসায়নিক ভারসাম্য
0.125,0.25,chemotherapy,রাসায়নিক মিশ্রপ্রয়োগে রোগচিকিত্সা
0,0.375,chemical irritant,রাসায়নিক যন্ত্রণাদায়ক
0,0,butane,রাসায়নিক যৌগ
0,0,butyl alcohol,রাসায়নিক যৌগ এলকোহল
0,0,butyl nitrite,রাসায়নিক যৌগ নাইট্রাইটপদার্থ
0,0,butyl rubber,রাসায়নিক যৌগ রবার
0,0,bichromate,রাসায়নিক লবণবিশেষ
0,0,chemical energy,রাসায়নিক শক্তি
0,0,chemical industry,রাসায়নিক শিল্প
0,0,chemical chain,রাসায়নিক শৃঙ্খল
0,0,chemical terrorism,রাসায়নিক সন্ত্রাসবাদ
0,0,chemical property,রাসায়নিক সম্পত্তি
0,0,chemical equilibrium,রাসায়নিক সাম্যাবস্থা
0,0,chemical notation,রাসায়নিক স্বরলিপি
0.25,0,chemically,রাসায়নিকভাবে
0,0,russell,রাসেল
0,0,russell's body,রাসেল লাশ
0,0,raster,রাস্টার
0,0,road,রাস্তা
0.625,0,road sense,রাস্তা ইন্দ্রিয়
0,0,road agent,রাস্তা এজেন্ট
0,0.125,road rage,রাস্তা ক্রোধ
0,0,road game,রাস্তা খেলা
0,0,road gang,রাস্তা গ্যাং
0,0.375,byroad,রাস্তা দ্বারা
0,0,road construction,রাস্তা নির্মাণ
0,0,road test,রাস্তা পরীক্ষা
0,0,crossroads,রাস্তা পারাপার
0,0,road hog,রাস্তা বরা
0,0,viaduct,রাস্তা বা রেলপথের জন্য দীর্ঘ সেতু
0,0,roadman,রাস্তা মেরামতকারী শ্রমিক
0,0,road builder,রাস্তা রচয়িতা
0,0,road mender,রাস্তা রিফুকার
0,0.125,road roller,রাস্তা সমানকারী যন্ত্র
0,0,on-street,রাস্তায়
0,0,street cleaner,রাস্তায় ক্লিনার
0,0,street clothes,রাস্তায় জামাকাপড়
0.25,0.25,street drug,রাস্তায় ড্রাগ
0.125,0.25,man in the street,রাস্তায় মানুষ
0,0,street urchin,রাস্তায় শজারু
0,0,streetcar,রাস্তার
0,0,street organ,রাস্তার অঙ্গ
0,0,street arab,রাস্তার আরব
0,0,streetlight,রাস্তার আলো
0,0,street cred,রাস্তার কণা
0,0,pariah dog,রাস্তার কুকুর
0,0,street corner,রাস্তার কোণায়
0,0,street sign,রাস্তার চিহ্ন
0,0,street sweeper,রাস্তার ঝাড়ুদার
0,0,streetcar track,রাস্তার ট্র্যাক
0,0,street address,রাস্তার ঠিকানা
0,0,hydrant,রাস্তার ধারে ধারে যে জলের কল থাকে
0,1,motorway,রাস্তার ধারের
0,0,street name,রাস্তার নাম
0,0,street lamp,রাস্তার বাতি
0,0,street credibility,রাস্তার বিশ্বাসযোগ্যতা
0,0,street person,রাস্তার ব্যক্তি
0,0,street girl,রাস্তার মেয়ে
0,0,carriageway,রাস্তার যে অংশ দিয়া যানবাহন চলাচল করে
0,0,street smarts,রাস্তার রাজা
0,0,street child,রাস্তার শিশু
0.125,0.125,dead-end street,রাস্তার শেষ মাথা
0,0,street-walk,রাস্তার হাঁটার
0,0,curbstone,রাস্তাসংলগ্ন প্রস্তর
0,0,orchid,রাস্না
0,0,orchidaceous plant,রাস্নাগোত্রীয় উদ্ভিদ
0,0,brigand,রাহাজান
0,0,banditry,রাহাজানি
0,0.375,rahu,রাহু
0,0,ring,রিং
0,0.25,ring thrush,রিং গায়ক পক্ষী
0,0,ring vaccination,রিং টিকা
0,0,ring-tailed lemur,রিং টেইলড লেমুর
0,0,ring-binder,রিং দপ্তরী
0,0,ring dance,রিং নাচ
0,0,ring rot,রিং পচা
0,0,ring rot bacteria,রিং পচা ব্যাকটেরিয়া
0,0,ring armor,রিং বর্ম
0,0,ring girl,রিং মেয়ে
0,0,ring disease,রিং রোগ
0,0,ring containment,রিং সংবরণ
0,0.25,ring snake,রিং সাপ
0,0,ring-around-the-rosy,রিং-অ্যারাউন্ড-আশাব্যঞ্জক
0,0,ring-around-a-rosy,রিং-অ্যারাউন্ড-এ-আশাব্যঞ্জক
0,0,ring-a-rosy,রিং-এ-আশাব্যঞ্জক
0,0,reactance,রিঅ্যাকটাঁস
0,0,reactivity,রিঅ্যাকটিবিটি
0,0,rheumatology,রিউম্যাটোলজি
0,0,rio,রিও
0,0,rio grande,রিও গ্র্যান্ডে
0,0,rheology,রিওলজি
0,0,reykjavik,রিকজাভিক
0,0,recombinant,রিকম্বিট্যান্ট
0,0,recombinant deoxyribonucleic acid,রিকম্বিট্যান্ট ডিঅক্সিরাইবোনিউক্লিয়িক এসিড
0,0,recombinant dna,রিকম্বিট্যান্ট ডিএনএ
0,0,recombinant dna technology,রিকম্বিট্যান্ট ডিএনএ প্রযুক্তি
0,0,recombinant protein,রিকম্বিট্যান্ট প্রোটিনটি
0,0,recombinant human insulin,রিকম্বিট্যান্ট মানুষের ইনসুলিন
0,0,recall dose,রিকল ডোজ
0,0,jinrikisha,রিকশা
0,0,ricardo,রিকার্ডো
0,0,recursive,রিকার্সিভ
0,0,recursive routine,রিকার্সিভ রুটিন
0,0.75,rickets,রিকিটস্রোগ
0,0,rico,রিকো
0,0,rico act,রিকো আইন
0,0,richter scale,রিখটার স্কেল
0,0,riga,রিগা
0,0,reagan,রিগ্যান
0,0,regression curve,রিগ্রেশন বক্ররেখা
0,0,regression analysis,রিগ্রেশন বিশ্লেষণ
0,0,regression equation,রিগ্রেশন সমীকরণ
0,0,ringgit,রিঙ্গিত
0,0,richmond,রিচমন্ড
0,0,reichstein,রিচস্টেইন
0.625,0,rechargeable,রিচার্জেবল
0,0,richard i,রিচার্ড আমি
0,0,richard hooker,রিচার্ড ইতর
0,0,richard wagner,রিচার্ড ওয়াগনার
0,0,richard kuhn,রিচার্ড কুন
0,0,richard john roberts,রিচার্ড জন রবার্টস
0,0,richard jordan gatling,রিচার্ড জর্ডান বহু-নলা মেশিনগান
0,0,richard j. roberts,রিচার্ড ঞ। রবার্টস
0,0,richard d'oyly carte,রিচার্ড ডয়লি খাদ্যসমূহের তালিকা
0,0,richard the lionheart,রিচার্ড দি লায়নহার্ট
0.125,0.125,richard ii,রিচার্ড দ্বিতীয়
0,0,richard nixon,রিচার্ড নিক্সনের
0,0,richard burbage,রিচার্ড বারবেজ
0,0,richard burton,রিচার্ড বার্টনের
0,0,richard morris hunt,রিচার্ড মরিস হান্ট
0,0,richard roe,রিচার্ড মাছের ডিমের
0.125,0,richard m. nixon,রিচার্ড মি। নিক্সন
0,0,richard rodgers,রিচার্ড রজার্স
0,0,richard wright,রিচার্ড রাইট
0,0,richard leakey,রিচার্ড লিকি
0,0,richard the lion-hearted,রিচার্ড সিংহ উদার
0,0,richard strauss,রিচার্ড স্ট্রস
0,0,richard henry lee,রিচার্ড হেনরি লি
0,0.125,richard haldane,রিচার্ড হ্যালডেন
0,0,richards,রিচার্ডস
0,0,richardson,রিচার্ডসন
0,0,richardson vole,রিচার্ডসন ইঁদুরতুল্য প্রাণিবিশেষ
0,0,richardson ground squirrel,রিচার্ডসন স্থল কাঠবিড়াল
0,0,reserve account,রিজার্ভ অ্যাকাউন্ট
0,0,reserve clause,রিজার্ভ দফা
0,0,reserve bank,রিজার্ভ ব্যাঙ্ক
0,0,reserve assets,রিজার্ভ সম্পদ
0,0,resection,রিজেকশন
0,0,resect,রিজেকশন করা
0,0,regency,রিজেন্সি
0,0,return key,রিটার্ন কী
0,0,reid,রিড
0,0,ridley,রিডলে
0,0,reductase,রিডাকটেস
0,0,rira,রিতা
0,0,rip current,রিপ বর্তমান
0,0,rip van winkle,রিপ ভ্যান উইঙ্কেল
0,0,republican guard,রিপাবলিকান গার্ডের
0,0,republican party,রিপাবলিকান পার্টি
0,0,choler,রিপু
0,0,report card,রিপোর্ট কার্ড
0.125,0,repressor,রিপ্রেসর
0,0,repressor gene,রিপ্রেসর জিন
0,0,darning,রিফুকর্ম
0,0,darner,রিফুকর্মকারী
0,0,darning needle,রিফুকর্মের জন্য সুচ
0,0.5,rephrasing,রিফ্রেশ
0,0,revolver,রিভলভর
0,0,reviser,রিভাইজার
0,0,reverse gear,রিভার্স গিয়ার
0,0,reverse transcriptase,রিভার্স ট্রান্সক্রিপটেস
0,0,reverse transcriptase inhibitor,রিভার্স ট্রান্সক্রিপটেস নিষেধাত্মক
0,0,rivera,রিভেরা
0,0,rim blight,রিম ব্লাইট
0,0,riemann,রিম্যান
0,0,rhea,রিয়া
0,0,rhea americana,রিয়া আমেরিকানা
0,0,rhea silvia,রিয়া সিলভিয়া
0,0,riyadh,রিয়াদ
0,0.125,rear admiral,রিয়ার - অ্যাডমির্যাল
0,0,rearview mirror,রিয়ারভিউ মিরর
0,0,rial,রিয়াল
0,0,riyal-omani,রিয়াল-ওমানি
0.375,0,benevolently,রিযিক
0,0,real estate loan,রিয়েল এস্টেট ঋণ
0,0,real estate agent,রিয়েল এস্টেট এজেন্ট
0,0,real estate broker,রিয়েল এস্টেট ব্রোকার
0,0,lust,রিরংসা
0,0,rilke,রিলকে
0,0,relay transmitter,রিলে ট্রান্সমিটার
0,0,relay link,রিলে লিংক
0,0,relay station,রিলে স্টেশন
0,0,relay,রিলেই
0,0,relay race,রিলেই - ধাবন
0,0,relational database management system,রিলেশনাল ডাটাবেস ম্যানেজমেন্ট সিস্টেম
0,0,relational adjective,রিলেশনাল বিশেষণ
0,0,recyclable,রিসাইকেল
0,0,recirculation,রিসার্কুলেশন
0,0,research laboratory,রিসার্চ ল্যাবরেটরি
0,0,apostleship,রিসালাত
0,0,recitative,রিসীটেটিভ
0,0,reset,রিসেট
0,0,reset button,রিসেট বাটন
0,0,receptor,রিসেপটর
0,0,risotto,রিসোটো
0,0,resort hotel,রিসোর্ট হোটেল
0.25,0,writ large,রীট বৃহৎ
0,0,genre,রীতি
0,0,genre painter,রীতি চিত্রশিল্পী
0,0,genre painting,রীতি পেইন্টিং
0,0.75,unconventional,রীতিবিরুদ্ধ
0,0,anomalistic year,রীতিবিরুদ্ধ বছর
0,0,anomalistic month,রীতিবিরুদ্ধ মাস
0,0,customarily,রীতিমত
0,0,consuetudinary,রীতিসিদ্ধ
0,0,rheostat,রীত্তস্ট্যাট
0,0,rhenium,রীনিউমপদার্থ
0,0,ream,রীম
0,0,rima,রীমা
0,0,reel,রীল
0,0,rhesus,রীস্যাস
0,0,rhesus monkey,রীস্যাস বানর
0,0,riesling,রীস্লিংমদ্য
0.125,0,call at,রু
0.75,0,bowing,রুকু
0,0,rough in,রুক্ষ
0,0,rough drawing,রুক্ষ অঙ্কন
0,0.375,rough up,রুক্ষ আপ
0,0.5,rough-and-tumble,রুক্ষ এবং লাফাতে
0,0,rough-and-ready,রুক্ষ ও তৈরি
0,0,rough-haired,রুক্ষ কেশিক
0,0,rough rider,রুক্ষ চড়নদার
0,0.375,rough water,রুক্ষ পানি
0,0,rough bindweed,রুক্ষ পুষ্পলতাবিশেষ
0,0,rough pea,রুক্ষ মটর
0,0,rough green snake,রুক্ষ সবুজ সাপ
0,0.5,rough sledding,রুক্ষ স্লেডিং
0,0.25,rough-sand,রুক্ষ-বালির
0.25,0.5,ill health,রুগ্ন স্বাস্থ
0,0,palatability,রুচিকরতা
0.375,0,daintily,রুচিসম্মতভাবে
0,0,rouge plant,রুজ উদ্ভিদ
0,0,roosevelt,রুজভেল্ট
0,0,route,রুট
0,0,root vegetable,রুট উদ্ভিজ্জ
0,0,root on,রুট উপর
0,0,root hair,রুট চুল
0,0.625,root rot,রুট পচা
0,0,root climber,রুট পর্বতারোহী
0,0,root beer,রুট বিয়ার
0,0,root cellar,রুট ভুগর্ভস্থ ভাণ্ডার
0,0,root word,রুট শব্দ
0,0,root celery,রুট সেলারি
0,0,rutile,রুটাইল
0,0,bread,রুটি
0,0,bread and butter,রুটি এবং মাখন
0,0,bread and butter pickle,রুটি এবং মাখন জরান
0,0,bread mold,রুটি ছাঁচ
0,0,bread maker,রুটি তৈরি করার যন্ত্র
0,0,bread board,রুটি বোর্ড
0,0,bread dough,রুটি মালকড়ি
0,0,bread line,রুটি লাইন
0,0,bread sauce,রুটি সস
0,0.25,baker's eczema,রুটিওয়ালা এর কাউর
0,0.25,baker's yeast,রুটিওয়ালা এর চেঁচানো
0,0,bread-bin,রুটি-বিন
0,0,breadbox,রুটির ঝুরি
0,0,bread-stick,রুটি-স্টিক
0,0,rudyard kipling,রুডইয়ার্ড কিপলিং
0.125,0,rudolph laban,রুডলফ লাবন
0.25,0.5,coarsened,রুঢ়
0.25,0.375,mishandle,রুঢ় আচরণ করা
0,0.875,harshness,রুঢ়তা
0.5,0,sharply,রুঢ়ভাবে
0,0,ruth benedict,রুথ বেনেডিক্ট
0,0,ruth st. denis,রুথ ম। ডেনিস
0,0.625,adiabatic,রুদ্ধতাপীয়
0,0.375,adiabatic process,রুদ্ধতাপীয় প্রক্রিয়া
0.375,0,rudra,রুদ্র
0,0,runic,রুনিক
0,0,runic letter,রুনিক চিঠি
0,0.125,complexion,রুপ
0,0.25,aberrate,রুপ পরিগ্রহ করা
0,0.5,metaphor,রুপক
0,0.125,roc,রুপকথার বিরাটকায় পক্ষিবিশেষ
0,0,allegory,রুপকবর্ণনা
0,0.5,metaphoric,রুপকশোভিত
0,0,dresser,রুপকার
0,0,kit up,রুপচর্চার
0.25,0.125,metamorphosis,রুপান্তর
0,0,metamorphose,রুপান্তর করা
0.25,0,inalterable,রুপান্তরহীন
0,0,metamorphic rock,রুপান্তরিত শিলা
0,0,shaping,রুপায়ণ
0,0,shaping tool,রুপায়ণ টুল
0,0,shaping machine,রুপায়ণ মেশিন
0,0,silver spoon,রুপার চামচ
0,0,silver plate,রুপার থালা
0,0,rupert,রুপার্ট
0,0,rupert brooke,রুপার্ট ব্রুক
0,0,rupert murdoch,রুপার্ট মারডকের
0.125,0.25,silver bullet,রুপালি বুলেট
0,0,silver star,রুপালী তারা
0,0,rupee,রুপি
0,0,rupiah,রুপিয়া
0,0,rouble,রুবল
0,0,ruby wood,রুবি কাঠ
0,0,ruby spinel,রুবি স্পিনেল
0,0.5,rubens,রুবেনস
0,0,rubel,রুবেল
0,0,rubella,রুবেলা
0,0,room light,রুম আলো
0,0,room access,রুম এক্সেস
0,0,room clerk,রুম কেরানি
0,0,locus niger,রুম নাইজার
0,0,room decorator,রুম প্রসাধক
0,0,room rate,রুম হার
0,0,roomie,রুমমেট
0,0,romania,রুমানিয়া
0.5,0,sexiness,রুমে যৌন
0,0,roomette,রুমেট
0,0,rumba,রুম্বানৃত্য নাচা
0,0,rwanda,রুয়ান্ডা
0,0,rwandan,রুয়ান্ডান
0,0,roulade,রুলাড
0,0,roulette,রুলেট
0,0,roulette wheel,রুলেট চাকা
0,0,roulette ball,রুলেট বল
0,0,ru,রুশ ভাষায়
0,0,rushdie,রুশদি
0,0,rousseau,রুশো
0,0,rainbow trout,রূইবিশেষ
0,0,cavalier,রূক্ষ
0,0,crossly,রূক্ষভাবে
0,0,bedpan,রূগ্ণ ব্যক্তিদিগের জন্য শয্যায় মলত্যাগের পাত্রবিশেষ
0,0,zest,রূচি
0,0,vulgarian,রূচি অমার্জিত ব্যক্তি
0.25,0.125,indecorous,রূচিবিরূদ্ধ
0,0,rutabaga,রূটাবাগা
0,0,rutabaga plant,রূটাবাগা উদ্ভিদ
0,0.375,rusk,রূটিখণ্ড
0,0,baker,রূটিত্তয়ালা
0.125,0,rye bread,রূটিবিশেষ
0,0,pannier,রূটির চুপড়ি
0,0,ruthenium,রূটীনিয়মপদার্থ
0,0,choked,রূদ্ধ
0,0,breathless,রূদ্ধশ্বাস
0.125,0,metaphorically,রূপক অর্থে
0,0,morpheme,রূপমূল
0,0,outline,রূপরেখা
0,0,interlingual rendition,রূপরেখার স্তর
0,0,silver,রূপা
0,0,silver vine,রূপা আঙ্গুরলতা
0,0,silver perch,রূপা উচ্চাসন
0,0,silver sage,রূপা ঋষি
0,0,silver oak,রূপা ওক
0,0,silver wattle,রূপা কঞ্চি
0,0,silver willow,রূপা ক্রিকেট খেলার ব্যাট
0,0,silver bell,রূপা ঘণ্টা
0,0,silver grass,রূপা ঘাস
0,0,silver lime,রূপা চুন
0,0,silver ash,রূপা ছাই
0,0,silver thatch,রূপা ছাওয়া
0,0,silver jenny,রূপা জেনি
0,0,silver storm,রূপা ঝড়
0,0,silver solder,রূপা ঝাল
0,0,silver dollar,রূপা ডলার
0,0,silver-leaved,রূপা পত্রী
0,0,silver pine,রূপা পাইন
0,0,silver protein,রূপা প্রোটিন
0,0,silver spruce,রূপা ফিটফাট
0,0.375,silver age,রূপা বয়স
0,0,silver wedding anniversary,রূপা বিবাহ বার্ষিকী
0,0,silver beech,রূপা বীচবৃক্ষসংক্রান্ত
0,0,silver berry,রূপা বেরি
0,0,silver hake,রূপা মাছবিশেষ
0,0,silver bromide,রূপা মামুলি
0,0,silver maple,রূপা ম্যাপেল
0,0,silver state,রূপা রাষ্ট্র
0,0,silver lace,রূপা লেইস
0,0,silver lace vine,রূপা লেইস আঙ্গুরলতা
0,0,silver city,রূপা শহর
0,0,silver salmon,রূপা স্যামন
0,0,silver-tip,রূপা-টিপ
0,0,convert,রূপান্তর
0,0,transmutable,রূপান্তর করা যায় এমন
0,0.5,conversion reaction,রূপান্তর প্রতিক্রিয়া
0,0,conversion hysteria,রূপান্তর হিস্টিরিয়া
0,0,transition,রূপান্তরটি
0.25,0,metamorphic,রূপান্তরিত
0,0,invert sugar,রূপান্তরিত চিনি
0,0,argent,রূপালি
0,0,silvery wormwood,রূপালি তেতো
0,0,talcum,রূপালি ধাতু
0,0.25,silvery-gray,রূপালি ধূসর
0,0,silvery-blue,রূপালি নীল
0.125,0,silvery-leaved,রূপালি পত্রী
0,0.25,silvery-bodied,রূপালি সাকার
0,0,silvery-white,রূপালি সাদা
0,0,silvery-green,রূপালি-সবুজ
0,0.375,silver lining,রূপালী আস্তরণের
0,0.125,silver cord,রূপালী কর্ড
0,0,silver mine,রূপালী খনি
0,0,silver tree,রূপালী গাছ
0,0,silver star medal,রূপালী তারকা পদক
0,0,silver-blue,রূপালী নীল
0,0,silver screen,রূপালী পর্দা
0,0,silver birch,রূপালী বার্চ
0,0,silver standard,রূপালী মান
0,0,silver-colored,রূপালী রঙের
0,0,silver-green,রূপা-সবুজ
0,0,redesign,রূপের
0,0,rubidium,রূবিডিয়মপদার্থ
0,0,reuben,রূবেণ
0,0,reuben lucius goldberg,রূবেণ লুসিয়াস গোল্ডবার্গ
0,0,rumanian,রূমানিয়াদেশীয়
0.375,0.25,hankie,রূমাল
0,0,bandanna,রূমালবিশেষ
0,0,baton,রূল
0,0,tsar,রূশ সম্রাট্
0,0,radiator,রেইডিয়াটার
0,0,radian,রেইডিয়ান
0,0,raincoat,রেইনকোট
